pregunta,tag,categoria,respuesta,__expected
¿En qué te pareces a tu papá?,personal,INCORRECTA,"En el club, siempre me quedo después de la clase charlando con mis amigas y jugando a las cartas.",fn:output.includes('INCORRECTA')
¿En qué te pareces a tu papá?,personal,INCORRECTA,"Mi perro se llama Tobi, elegimos el nombre con mi hermano cuando lo trajeron a casa. Se porta bien y nos divertimos mucho con él.",fn:output.includes('INCORRECTA')
¿En qué te pareces a tu papá?,personal,INCORRECTA,"En el barrio que vivimos está lleno de lugares para comer helados. Me encanta ir en verano, mi favorito es de menta y frutilla.",fn:output.includes('INCORRECTA')
¿En qué te pareces a tu papá?,personal,INCORRECTA,El verano pasado nos fuimos de vacaciones a la playa. Por suerte hizo mucho calor y nos bañamos en el agua casi todos los días.,fn:output.includes('INCORRECTA')
¿En qué te pareces a tu papá?,personal,EXCELENTE,"Me parezco a mi papá en la sonrisa, tenemos el mismo tipo de sonrisa amplia y eso hace que mucha gente nos diga que somos muy parecidos.",fn:output.includes('EXCELENTE')
¿En qué te pareces a tu papá?,personal,EXCELENTE,"Tengo los ojos verdes como mi papá, y también compartimos la pasión por el fútbol, siempre jugamos juntos los fines de semana.",fn:output.includes('EXCELENTE')
¿En qué te pareces a tu papá?,personal,EXCELENTE,"Somos iguales en el modo de resolver problemas, muy calmados y pensando antes de actuar. Mi maestra dice que soy como una versión mini de mi papá.",fn:output.includes('EXCELENTE')
¿En qué te pareces a tu papá?,personal,EXCELENTE,"Mi papá y yo amamos los libros de aventuras. Incluso, tenemos la misma forma de reírnos cuando algo nos parece muy gracioso.",fn:output.includes('EXCELENTE')
¿En qué te pareces a tu papá?,personal,ACEPTABLE,Tengo el pelo oscuro como mi papá.,fn:output.includes('ACEPTABLE')
¿En qué te pareces a tu papá?,personal,ACEPTABLE,Nos gusta el mismo equipo de fútbol.,fn:output.includes('ACEPTABLE')
¿En qué te pareces a tu papá?,personal,ACEPTABLE,Somos altos los dos.,fn:output.includes('ACEPTABLE')
¿En qué te pareces a tu papá?,personal,ACEPTABLE,Tenemos los mismos gustos en videojuegos.,fn:output.includes('ACEPTABLE')
¿En qué te pareces a tu papá?,personal,INCORRECTA,Lo que más me gusta cuando voy al club es nadar. Me encanta meterme en la piscina con mis amigos y cuando nos dejan tiempo libre para jugar.,fn:output.includes('INCORRECTA')
¿En qué te pareces a tu papá?,personal,INCORRECTA,El trabajo de mi papá es cerca de la escuela. A veces me pasa a buscar y vamos a comer juntos con mi hermana.,fn:output.includes('INCORRECTA')
¿En qué te pareces a tu papá?,personal,INCORRECTA,A veces voy a la escuela en mi bicicleta. Es roja y tiene un asiento alto que me queda muy cómodo.,fn:output.includes('INCORRECTA')
¿En qué te pareces a tu papá?,personal,INCORRECTA,Mi comida favorita es la pizza. Me gusta con jamón y muzzarella. Mi hermana prefiere con aceitunas.,fn:output.includes('INCORRECTA')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,EXCELENTE,"Vamos a la playa juntos, construimos castillos de arena y buscamos conchas.",fn:output.includes('EXCELENTE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,EXCELENTE,"Hacemos picnics en el parque local, jugamos al fútbol y montamos en bicicleta todos.",fn:output.includes('EXCELENTE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,EXCELENTE,Viajamos a la montaña para caminatas. Observamos la naturaleza y hacemos fotografías.,fn:output.includes('EXCELENTE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,EXCELENTE,"Visitamos a los abuelos en su casa de campo, ayudamos en el jardín y aprendemos a cocinar platos nuevos.",fn:output.includes('EXCELENTE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,ACEPTABLE,Vamos a la playa.,fn:output.includes('ACEPTABLE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,ACEPTABLE,Jugamos videojuegos juntos.,fn:output.includes('ACEPTABLE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,ACEPTABLE,Visitamos museos.,fn:output.includes('ACEPTABLE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,ACEPTABLE,Hacemos paseos en bicicleta.,fn:output.includes('ACEPTABLE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,INCORRECTA,"Cuando salgo de la escuela, vuelvo caminando a mi casa y almorzamos con mi hermana la comida que nos hace la abuela.",fn:output.includes('INCORRECTA')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,INCORRECTA,En el club hay unas mesas donde nos quedamos con mis amigos después de jugar al fútbol. Ahí charlamos y jugamos a las cartas.,fn:output.includes('INCORRECTA')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,INCORRECTA,Jugar al fútbol con mis amigos en la escuela.,fn:output.includes('INCORRECTA')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,INCORRECTA,Mirar televisión solo después de hacer la tarea.,fn:output.includes('INCORRECTA')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,EXCELENTE,Viajamos a la playa cada año y construimos castillos de arena juntos. Es nuestra tradición.,fn:output.includes('EXCELENTE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,EXCELENTE,"Cada verano, mi familia organiza picnics en el parque local. Me encanta jugar al fútbol con mis hermanos.",fn:output.includes('EXCELENTE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,EXCELENTE,Vamos a visitar a mis abuelos en el campo. Ayudo en el jardín y aprendo a cocinar platos tradicionales.,fn:output.includes('EXCELENTE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,EXCELENTE,"Acampamos en las montañas, disfrutando de caminatas y la naturaleza. Por las noches, contamos historias alrededor de la fogata.",fn:output.includes('EXCELENTE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,ACEPTABLE,Jugamos juegos de mesa todos los sábados.,fn:output.includes('ACEPTABLE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,ACEPTABLE,Visitamos museos y parques temáticos.,fn:output.includes('ACEPTABLE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,ACEPTABLE,Hacemos maratones de películas en casa.,fn:output.includes('ACEPTABLE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,ACEPTABLE,Nos quedamos en casa jugando videojuegos.,fn:output.includes('ACEPTABLE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,INCORRECTA,Me gusta jugar al fútbol solo.,fn:output.includes('INCORRECTA')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,INCORRECTA,Leo libros de aventuras en mi habitación.,fn:output.includes('INCORRECTA')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,INCORRECTA,Estudio para el próximo ciclo escolar.,fn:output.includes('INCORRECTA')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,INCORRECTA,Toco la guitarra en mi tiempo libre.,fn:output.includes('INCORRECTA')
¿Quién es tu mejor amigo o amiga?,personal,EXCELENTE,"Mi mejor amiga es Clara porque siempre juega conmigo en el recreo, comparte sus cosas y me hace reír.",fn:output.includes('EXCELENTE')
¿Quién es tu mejor amigo o amiga?,personal,EXCELENTE,Pedro es mi mejor amigo porque me ayuda con la tarea y me defiende cuando otros niños son malos conmigo.,fn:output.includes('EXCELENTE')
¿Quién es tu mejor amigo o amiga?,personal,EXCELENTE,"Luisa es increíble, siempre inventa juegos nuevos para jugar y siempre tiene tiempo para escucharme cuando estoy triste.",fn:output.includes('EXCELENTE')
¿Quién es tu mejor amigo o amiga?,personal,EXCELENTE,Ana y yo somos mejores amigas desde primer grado. Siempre hacemos la tarea juntas y nos contamos secretos.,fn:output.includes('EXCELENTE')
¿Quién es tu mejor amigo o amiga?,personal,ACEPTABLE,Mi mejor amiga se llama Ana.,fn:output.includes('ACEPTABLE')
¿Quién es tu mejor amigo o amiga?,personal,ACEPTABLE,"Lucía, porque siempre está conmigo.",fn:output.includes('ACEPTABLE')
¿Quién es tu mejor amigo o amiga?,personal,ACEPTABLE,Carlos es mi amigo porque juega conmigo.,fn:output.includes('ACEPTABLE')
¿Quién es tu mejor amigo o amiga?,personal,ACEPTABLE,Mi amiga es Sofía porque es buena.,fn:output.includes('ACEPTABLE')
¿Quién es tu mejor amigo o amiga?,personal,INCORRECTA,Me gusta el tenis.,fn:output.includes('INCORRECTA')
¿Quién es tu mejor amigo o amiga?,personal,INCORRECTA,Mi mamá hace la mejor pizza.,fn:output.includes('INCORRECTA')
¿Quién es tu mejor amigo o amiga?,personal,INCORRECTA,Mi comida favorita son las milanesas con papas fritas. Mi abuela siempre las hace fritas aunque a mamá no le gusta.,fn:output.includes('INCORRECTA')
¿Quién es tu mejor amigo o amiga?,personal,INCORRECTA,Ayer comimos hamburguesas con mis amigos. Las cocinó papá en la parrilla de casa y le quedaron muy ricas.,fn:output.includes('INCORRECTA')
¿Quién es tu mejor amigo o amiga?,personal,EXCELENTE,Mi mejor amigo es Pedro porque siempre juega conmigo al fútbol en el recreo y me ayuda en matemáticas.,fn:output.includes('EXCELENTE')
¿Quién es tu mejor amigo o amiga?,personal,EXCELENTE,"Mi mejor amiga es Ana, nos conocimos en preescolar y compartimos el amor por los gatos y los libros.",fn:output.includes('EXCELENTE')
¿Quién es tu mejor amigo o amiga?,personal,EXCELENTE,"Luis es mi mejor amigo desde que compartimos banco en primer grado, siempre inventamos juegos y nos reímos mucho.",fn:output.includes('EXCELENTE')
¿Quién es tu mejor amigo o amiga?,personal,EXCELENTE,Sofía es mi mejor amiga porque nunca me deja solo y siempre sabe cómo hacerme sonreír cuando estoy triste.,fn:output.includes('EXCELENTE')
¿Quién es tu mejor amigo o amiga?,personal,ACEPTABLE,"Juana, mi compañera de clase.",fn:output.includes('ACEPTABLE')
¿Quién es tu mejor amigo o amiga?,personal,ACEPTABLE,"Lucía es mi mejor amiga, nos gusta el mismo videojuego.",fn:output.includes('ACEPTABLE')
¿Quién es tu mejor amigo o amiga?,personal,ACEPTABLE,"Martín, porque es mi vecino.",fn:output.includes('ACEPTABLE')
¿Quién es tu mejor amigo o amiga?,personal,ACEPTABLE,Amo jugar con Julia.,fn:output.includes('ACEPTABLE')
¿Quién es tu mejor amigo o amiga?,personal,INCORRECTA,Mi juego favorito es el ajedrez.,fn:output.includes('INCORRECTA')
¿Quién es tu mejor amigo o amiga?,personal,INCORRECTA,Me encanta ir al parque.,fn:output.includes('INCORRECTA')
¿Quién es tu mejor amigo o amiga?,personal,INCORRECTA,Mis zapatos nuevos son rojos.,fn:output.includes('INCORRECTA')
¿Quién es tu mejor amigo o amiga?,personal,INCORRECTA,Tengo una hermana mayor y dos hermanos menores. Voy al liceo igual que mi hermana y los más chicos todavía van a la escuela.,fn:output.includes('INCORRECTA')
¿Cuál es tu mascota favorita?,gustos,EXCELENTE,Mi mascota favorita es el perro porque es leal y siempre está feliz de verme cuando llego a casa.,fn:output.includes('EXCELENTE')
¿Cuál es tu mascota favorita?,gustos,EXCELENTE,"Prefiero los gatos sobre otros animales porque son independientes, pero aun así, disfrutan de los mimos y son muy limpios.",fn:output.includes('EXCELENTE')
¿Cuál es tu mascota favorita?,gustos,EXCELENTE,"Los hámsters son mis favoritos porque son pequeños, fáciles de cuidar y me divierte verlos correr en sus ruedas.",fn:output.includes('EXCELENTE')
¿Cuál es tu mascota favorita?,gustos,EXCELENTE,"Me encantan los peces tropicales porque tener un acuario es como un pedazo del océano en casa, lleno de colores y paz.",fn:output.includes('EXCELENTE')
¿Cuál es tu mascota favorita?,gustos,ACEPTABLE,Me gusta el perro.,fn:output.includes('ACEPTABLE')
¿Cuál es tu mascota favorita?,gustos,ACEPTABLE,Tengo un gato.,fn:output.includes('ACEPTABLE')
¿Cuál es tu mascota favorita?,gustos,ACEPTABLE,Prefiero los conejos.,fn:output.includes('ACEPTABLE')
¿Cuál es tu mascota favorita?,gustos,ACEPTABLE,El hámster es mi favorito.,fn:output.includes('ACEPTABLE')
¿Cuál es tu mascota favorita?,gustos,INCORRECTA,Mi videojuego favorito es Roblox. Siempre nos conectamos con mis amigas a jugar después de la escuela y también chateamos.,fn:output.includes('INCORRECTA')
¿Cuál es tu mascota favorita?,gustos,INCORRECTA,Me gusta comer asado los fines de semana. Mamá siempre compra chorizos y quedan deliciosos en la parrilla.,fn:output.includes('INCORRECTA')
¿Cuál es tu mascota favorita?,gustos,INCORRECTA,Cuando sea más grande quiero ser astronauta. Me encantaría poder viajar a la luna y estar en una nave en el espacio.,fn:output.includes('INCORRECTA')
¿Cuál es tu mascota favorita?,gustos,INCORRECTA,El mejor día de la semana es el viernes.,fn:output.includes('INCORRECTA')
¿Cuál es tu mascota favorita?,gustos,EXCELENTE,"Mi mascota favorita es mi perro Max. Es un labrador negro y lo elegí como mi favorito porque siempre está feliz de verme y me hace compañía cuando me siento solo. Además, me ayuda a mantenerme activo porque juego con él en el parque y salimos a caminar todos los días después de hacer la tarea.",fn:output.includes('EXCELENTE')
¿Cuál es tu mascota favorita?,gustos,EXCELENTE,"Prefiero los gatos sobre todas las mascotas. Tengo una gata llamada Luna que es muy independiente y tranquila. Me gusta que los gatos no necesitan salir a pasear y que son muy limpios. Luna duerme conmigo y ronronea, lo que me relaja mucho antes de dormir.",fn:output.includes('EXCELENTE')
¿Cuál es tu mascota favorita?,gustos,EXCELENTE,"Mi mascota favorita es mi tortuga Tito. Aunque no puede correr ni jugar como otros animales, me gusta observar cómo explora su terrario. Es interesante ver cómo come lechuga y cómo se sumerge en su pequeña piscina. Además, he aprendido mucho sobre los reptiles gracias a él.",fn:output.includes('EXCELENTE')
¿Cuál es tu mascota favorita?,gustos,EXCELENTE,"Adoro los caballos, y aunque no tengo uno propio, mi tío tiene una yegua llamada Estrella. Cada vez que visito su granja, me enseña a montar. Me encanta la sensación de libertad cuando galopo y la conexión especial que siento con Estrella cuando la cuido y alimento.",fn:output.includes('EXCELENTE')
¿Cuál es tu mascota favorita?,gustos,ACEPTABLE,Mi mascota favorita es el perro porque es muy amigable y siempre juega conmigo.,fn:output.includes('ACEPTABLE')
¿Cuál es tu mascota favorita?,gustos,ACEPTABLE,Me gustan los gatos porque son suaves y no hacen mucho ruido.,fn:output.includes('ACEPTABLE')
¿Cuál es tu mascota favorita?,gustos,ACEPTABLE,Tengo un pez dorado en casa. Es mi mascota favorita porque me gusta verlo nadar.,fn:output.includes('ACEPTABLE')
¿Cuál es tu mascota favorita?,gustos,ACEPTABLE,Los hámsteres son mis favoritos porque son pequeños y fáciles de cuidar.,fn:output.includes('ACEPTABLE')
¿Cuál es tu mascota favorita?,gustos,INCORRECTA,Mi videojuego favorito es Minecraft porque puedo construir lo que quiera.,fn:output.includes('INCORRECTA')
¿Cuál es tu mascota favorita?,gustos,INCORRECTA,"Me gusta mucho la pizza, especialmente si tiene mucho queso y pepperoni.",fn:output.includes('INCORRECTA')
¿Cuál es tu mascota favorita?,gustos,INCORRECTA,El color azul es el mejor porque me recuerda al cielo y al mar.,fn:output.includes('INCORRECTA')
¿Cuál es tu mascota favorita?,gustos,INCORRECTA,"En el recreo prefiero jugar al fútbol con mis amigos, porque es muy divertido.",fn:output.includes('INCORRECTA')
¿Cuál es tu color favorito?,gustos,EXCELENTE,Mi color favorito es el azul porque es tranquilo y profundo como el océano.,fn:output.includes('EXCELENTE')
¿Cuál es tu color favorito?,gustos,EXCELENTE,"Prefiero el verde, ya que me recuerda a la naturaleza, los árboles y los campos donde juego.",fn:output.includes('EXCELENTE')
¿Cuál es tu color favorito?,gustos,EXCELENTE,"El rojo es mi favorito porque es el color de la energía, me hace sentir fuerte y valiente.",fn:output.includes('EXCELENTE')
¿Cuál es tu color favorito?,gustos,EXCELENTE,"Me gusta el amarillo más que ningún otro, ya que es brillante y alegre, como el sol en verano.",fn:output.includes('EXCELENTE')
¿Cuál es tu color favorito?,gustos,ACEPTABLE,El azul es mi color favorito.,fn:output.includes('ACEPTABLE')
¿Cuál es tu color favorito?,gustos,ACEPTABLE,Me gusta el verde.,fn:output.includes('ACEPTABLE')
¿Cuál es tu color favorito?,gustos,ACEPTABLE,Prefiero el rojo.,fn:output.includes('ACEPTABLE')
¿Cuál es tu color favorito?,gustos,ACEPTABLE,"Amarillo, porque sí.",fn:output.includes('ACEPTABLE')
¿Cuál es tu color favorito?,gustos,INCORRECTA,Me gusta jugar al básquetbol con mis amigas. Cerca de mi casa hay una plaza con una cancha y vamos seguido a jugar ahí.,fn:output.includes('INCORRECTA')
¿Cuál es tu color favorito?,gustos,INCORRECTA,Tenemos un perro y un gato. Mi hermana es la que cuida al gato y yo me encargo del perro. Se llevan bien entre ellos.,fn:output.includes('INCORRECTA')
¿Cuál es tu color favorito?,gustos,INCORRECTA,Ayer comí tallarines en la cena. Papá hizo una salsa con queso y panceta que estaba deliciosa. De postre comí helado de banana.,fn:output.includes('INCORRECTA')
¿Cuál es tu color favorito?,gustos,INCORRECTA,"No sé, me gustaría algún día poder viajar a la luna. Siempre me gustaron las naves espaciales y poder ver la tierra desde allí.",fn:output.includes('INCORRECTA')
¿Cuál es tu color favorito?,gustos,EXCELENTE,Mi color favorito es el azul porque me recuerda al cielo en un día despejado y al mar tranquilo.,fn:output.includes('EXCELENTE')
¿Cuál es tu color favorito?,gustos,EXCELENTE,"Prefiero el rojo, porque es un color fuerte y me hace sentir valiente y lleno de energía todo el tiempo.",fn:output.includes('EXCELENTE')
¿Cuál es tu color favorito?,gustos,EXCELENTE,"Me encanta el verde, ya que me hace pensar en la naturaleza, los árboles y cómo cada hoja parece única.",fn:output.includes('EXCELENTE')
¿Cuál es tu color favorito?,gustos,EXCELENTE,"El naranja es mi favorito, porque tiene la mezcla perfecta entre la energía del rojo y la felicidad del amarillo.",fn:output.includes('EXCELENTE')
¿Cuál es tu color favorito?,gustos,ACEPTABLE,Me gusta el azul.,fn:output.includes('ACEPTABLE')
¿Cuál es tu color favorito?,gustos,ACEPTABLE,El rojo es mi favorito.,fn:output.includes('ACEPTABLE')
¿Cuál es tu color favorito?,gustos,ACEPTABLE,Prefiero el verde.,fn:output.includes('ACEPTABLE')
¿Cuál es tu color favorito?,gustos,ACEPTABLE,Mi color favorito es el naranja.,fn:output.includes('ACEPTABLE')
¿Cuál es tu color favorito?,gustos,INCORRECTA,"Me gusta jugar al tenis. En el club hay cuatro canchas y es difícil conseguir hora para jugar, pero temprano cuando voy siempre hay una libre.",fn:output.includes('INCORRECTA')
¿Cuál es tu color favorito?,gustos,INCORRECTA,Mi comida favorita es la pizza.,fn:output.includes('INCORRECTA')
¿Cuál es tu color favorito?,gustos,INCORRECTA,Tengo dos hermanos.,fn:output.includes('INCORRECTA')
¿Cuál es tu color favorito?,gustos,INCORRECTA,Quiero ser cantante cuando crezca. Me gusta mucho pensar en estar en un escenario con un estadio lleno de gente para verme cantar.,fn:output.includes('INCORRECTA')
¿Qué tipo de música es la que más te gusta?,gustos,EXCELENTE,Me gusta el pop porque tiene ritmos pegajosos y letras que hablan de amor y amistad. Es fácil de bailar.,fn:output.includes('EXCELENTE')
¿Qué tipo de música es la que más te gusta?,gustos,EXCELENTE,Prefiero la música clásica porque es tranquila y me ayuda a concentrarme cuando hago mis tareas.,fn:output.includes('EXCELENTE')
¿Qué tipo de música es la que más te gusta?,gustos,EXCELENTE,La música rock es mi favorita porque tiene mucha energía y los instrumentos suenan muy fuerte.,fn:output.includes('EXCELENTE')
¿Qué tipo de música es la que más te gusta?,gustos,EXCELENTE,El reggaetón es lo mejor para mí. Me gusta porque puedo bailar con mis amigos y es muy alegre.,fn:output.includes('EXCELENTE')
¿Qué tipo de música es la que más te gusta?,gustos,ACEPTABLE,Me gusta el hip-hop.,fn:output.includes('ACEPTABLE')
¿Qué tipo de música es la que más te gusta?,gustos,ACEPTABLE,Prefiero el jazz.,fn:output.includes('ACEPTABLE')
¿Qué tipo de música es la que más te gusta?,gustos,ACEPTABLE,Me encanta la música electrónica.,fn:output.includes('ACEPTABLE')
¿Qué tipo de música es la que más te gusta?,gustos,ACEPTABLE,El hip-hop es mi género preferido.,fn:output.includes('ACEPTABLE')
¿Qué tipo de música es la que más te gusta?,gustos,INCORRECTA,"Me gusta levantarme temprano y mirar dibujitos en la televisión. Mi favorito es Tom y Jerry, son muy divertidos.",fn:output.includes('INCORRECTA')
¿Qué tipo de música es la que más te gusta?,gustos,INCORRECTA,"Mi color favorito es el naranja. También me gustan mucho las frutas y las bebidas de ese color, por eso amo la Fanta.",fn:output.includes('INCORRECTA')
¿Qué tipo de música es la que más te gusta?,gustos,INCORRECTA,Prefiero las películas de acción. Me gustan todas las que tienen superhéroes o historias fantásticas de ciencia ficción.,fn:output.includes('INCORRECTA')
¿Qué tipo de música es la que más te gusta?,gustos,INCORRECTA,Me gustan mucho los videojuegos.,fn:output.includes('INCORRECTA')
¿Qué tipo de música es la que más te gusta?,gustos,EXCELENTE,Me encanta el pop porque las melodías son pegajosas y puedo cantarlas fácilmente.,fn:output.includes('EXCELENTE')
¿Qué tipo de música es la que más te gusta?,gustos,EXCELENTE,Prefiero la música clásica porque los instrumentos como el violín y el piano me tranquilizan.,fn:output.includes('EXCELENTE')
¿Qué tipo de música es la que más te gusta?,gustos,EXCELENTE,La música electrónica es mi favorita por sus ritmos que me hacen querer bailar.,fn:output.includes('EXCELENTE')
¿Qué tipo de música es la que más te gusta?,gustos,EXCELENTE,El rock es lo mejor para mí debido a la energía de las guitarras eléctricas y las baterías.,fn:output.includes('EXCELENTE')
¿Qué tipo de música es la que más te gusta?,gustos,ACEPTABLE,Me gusta el pop.,fn:output.includes('ACEPTABLE')
¿Qué tipo de música es la que más te gusta?,gustos,ACEPTABLE,Escucho música clásica.,fn:output.includes('ACEPTABLE')
¿Qué tipo de música es la que más te gusta?,gustos,ACEPTABLE,Prefiero el reggaetón.,fn:output.includes('ACEPTABLE')
¿Qué tipo de música es la que más te gusta?,gustos,ACEPTABLE,El rock es mi preferido.,fn:output.includes('ACEPTABLE')
¿Qué tipo de música es la que más te gusta?,gustos,INCORRECTA,Me gustan los videojuegos.,fn:output.includes('INCORRECTA')
¿Qué tipo de música es la que más te gusta?,gustos,INCORRECTA,"Mi libro favorito es El guerrero Robik, se trata de un vikingo que pelea con su espada en muchas batallas.",fn:output.includes('INCORRECTA')
¿Qué tipo de música es la que más te gusta?,gustos,INCORRECTA,Mi deporte favorito es el vóleibol. Empecé a jugar cuando era chica en el club y ahora compito hace cinco años federada.,fn:output.includes('INCORRECTA')
¿Qué tipo de música es la que más te gusta?,gustos,INCORRECTA,Me gusta la pizza.,fn:output.includes('INCORRECTA')
¿Quién es tu artista favorito?,gustos,EXCELENTE,"Billie Eilish, porque usa su música para expresar sus sentimientos y ayuda a quienes la escuchan a sentirse comprendidos.",fn:output.includes('EXCELENTE')
¿Quién es tu artista favorito?,gustos,EXCELENTE,"BTS, me encanta su música y cómo bailan, además de que sus letras tienen mensajes positivos sobre el amor propio.",fn:output.includes('EXCELENTE')
